doc_id,topic,text
d09_060,climate change,"Climate change insights: resilience, mitigation, policy, sea level, modeling. This document discusses climate change with practical examples and plain language for non‑experts."
d09_061,climate change,"Climate change insights: resilience, adaptation, policy, heatwave, sea level. This document discusses climate change with practical examples and plain language for non‑experts."
d09_062,climate change,"Climate change insights: sea level, warming, policy, resilience, wildfire. This document discusses climate change with practical examples and plain language for non‑experts."
d09_063,climate change,"Climate change insights: warming, wildfire, carbon, policy, heatwave. This document discusses climate change with practical examples and plain language for non‑experts."
d09_064,climate change,"Climate change insights: sea level, mitigation, wildfire, modeling, adaptation. This document discusses climate change with practical examples and plain language for non‑experts."
d09_065,climate change,"Climate change insights: policy, modeling, resilience, carbon, adaptation. This document discusses climate change with practical examples and plain language for non‑experts."
d09_066,climate change,"Climate change insights: adaptation, mitigation, carbon, heatwave, sea level. This document discusses climate change with practical examples and plain language for non‑experts."
d09_067,climate change,"Climate change insights: modeling, warming, heatwave, sea level, adaptation. This document discusses climate change with practical examples and plain language for non‑experts."
d09_068,climate change,"Climate change insights: carbon, adaptation, modeling, policy, warming. This document discusses climate change with practical examples and plain language for non‑experts."
d09_069,climate change,"Climate change insights: mitigation, heatwave, sea level, policy, carbon. This document discusses climate change with practical examples and plain language for non‑experts."
d09_070,climate change,"Climate change insights: mitigation, carbon, adaptation, heatwave, warming. This document discusses climate change with practical examples and plain language for non‑experts."
d09_071,climate change,"Climate change insights: mitigation, sea level, heatwave, modeling, policy. This document discusses climate change with practical examples and plain language for non‑experts."
d09_072,climate change,"Climate change insights: modeling, adaptation, policy, resilience, wildfire. This document discusses climate change with practical examples and plain language for non‑experts."
d09_073,climate change,"Climate change insights: sea level, modeling, wildfire, carbon, warming. This document discusses climate change with practical examples and plain language for non‑experts."
d09_074,climate change,"Climate change insights: sea level, mitigation, resilience, modeling, wildfire. This document discusses climate change with practical examples and plain language for non‑experts."
